node_id,ars_id,name,lat,lng,stop_type,in_seoul,toward
102000204,03298,청암동강변삼성아파트,37.534015,126.949323,일반차로,1,원효2동산호아파트
102000205,03299,원효2동산호아파트,37.5330178,126.9505416,일반차로,1,원효로풍전아파트
102000206,03300,원효2동산호아파트,37.5331089,126.9508278,일반차로,1,청암동강변삼성아파트
102000207,03301,원효로풍전아파트,37.5321286,126.9535225,일반차로,1,원효로3가
102000208,03302,원효로풍전아파트,37.5323688,126.9545136,일반차로,1,원효2동산호아파트
102000209,03303,원효풍전아파트,37.5327421,126.9559182,일반차로,1,이촌로입구.성촌공원앞
102000210,03304,원효2동주민센터,37.5344941,126.9513962,일반차로,1,산천동.성심여중고후문
102000211,03305,산천동리버힐삼성아파트,37.5345003,126.9511923,일반차로,1,삼성테마트
102000212,03306,산천동.성심여중고후문,37.5353204,126.9536425,일반차로,1,신창동세방아파트
102000213,03307,산천동.성심여중고후문,37.5354081,126.9533822,일반차로,1,산천동리버힐삼성아파트
102000214,03308,신창동세방아파트,37.5357083,126.9549576,일반차로,1,남이장군사당
102000215,03309,신창동세방아파트,37.5358301,126.9549471,일반차로,1,산천동.성심여중고후문
102000216,03310,남이장군사당,37.536622,126.95777,일반차로,1,용문시장.용문동새마을금고
102000217,03311,남이장군사당,37.5367545,126.9575932,일반차로,1,신창동세방아파트
102000218,03312,용문시장.용문동새마을금고,37.5370716,126.9595338,일반차로,1,용문시장
102000219,03313,용문시장.용문동새마을금고,37.5371492,126.9591968,일반차로,1,남이장군사당
102000225,03319,순천향병원입구,37.5326305,127.0067506,일반차로,1,한남역.용산노인종합복지관
102000226,03320,남산서울타워,37.5510145,126.9911948,일반차로,1,남산도서관.용산도서관
102000227,03321,청심경로당,37.5338879,126.9506907,일반차로,1,원효2동주민센터
102000228,03322,삼성테마트,37.5337467,126.9503849,일반차로,1,원효2동산호아파트
102000229,03323,서빙고동금호베스트빌,37.5226138,126.990991,일반차로,1,한강중학교
102000230,03324,한남동하이페리온,37.527844,127.0055474,일반차로,1,보광신동아아파트.삼성리버빌아파트
102000231,03325,서빙고역1번출구,37.5200345,126.9894855,일반차로,1,서빙고신동아아파트
102000232,03326,문배동이안아파트앞,37.53887,126.9710604,일반차로,1,남영역.민주화운동기념관
102000233,03327,갈월동.숙대입구역10번출구,37.5463859,126.9716592,일반차로,1,남영역.민주화운동기념관
102000234,03328,삼각지역11번출구.전쟁기념관,37.536204,126.974548,일반차로,1,숙대입구.서울시교육청역
102000236,03330,숙대입구,37.5445305,126.9705229,일반차로,1,남영역.민주화운동기념관
102000237,03331,원효대교북단,37.5321384,126.9556103,일반차로,1,시범아파트.대교아파트
102000238,03332,문배동이안아파트앞,37.5383645,126.9707995,일반차로,1,용산전자상가17동
102000240,03334,순천향병원입구,37.5326945,127.0069961,일반차로,1,신사역.푸른저축은행
102000241,03335,숙명여대입구,37.5448845,126.9696435,일반차로,1,숙명여대도서관앞
102000243,03336,서빙고초등학교,37.5208413,126.99061,일반차로,1,서빙고역교차로
102000245,03338,한강대교스카이스위트,37.5213308,126.9608162,일반차로,1,노들섬
102000246,03339,한강대교전망카페,37.521236,126.9613435,일반차로,1,이촌동동부센트레빌
102000247,03340,노들섬,37.5175162,126.9586052,일반차로,1,노들역
102000248,03341,노들섬,37.5173638,126.9590377,일반차로,1,한강대교북단.LG유플러스
102000249,03342,용암초등학교.이태원2동주민센터,37.544673,126.990733,일반차로,1,남산야외식물원입구
102000250,03343,용암초등학교.이태원2동주민센터,37.5448497,126.9909321,일반차로,1,용산2가동주민센터.보성여중고
102000266,03344,효창공원삼거리.윤봉길의사등묘역,37.5446071,126.9638369,일반차로,1,숙명여대후문.이봉창활동터
102000286,03345,서울역공항철도15번출구,37.5530779,126.9688468,일반차로,1,서계동
102000297,03346,용산꿈나무종합타운,37.5384869,126.9672403,일반차로,1,용산경찰서
102000316,03347,남산도서관.용산도서관,37.5523437,126.9818462,일반차로,1,남산케이블카.남산산책로입구
102900010,03500,하얏트호텔,37.5406604,126.9969933,마을버스,1,필리핀대사관
102900065,03501,한신아파트,37.5389827,126.9866957,마을버스,1,용암경로당입구
