station_cd,line,fr_code,name_ko,name_en,name_zh,name_ja,lat,lng,rt_name
2649,L6,648,신내,Sinnae,新內,シンネ,37.613174,127.102231,신내
2711,L7,709,장암,Jangam,长岩,チャンアム,37.700109,127.053196,장암
2712,L7,710,도봉산,Dobongsan,道峰山,トボンサン,37.689241,127.046509,도봉산
2713,L7,711,수락산,Suraksan,水落山,スラッサン,37.677850,127.055315,수락산
2714,L7,712,마들,Madeul,马得,マドゥル,37.664940,127.057675,마들
2715,L7,713,노원,Nowon,芦原,ノウォン,37.654836,127.060462,노원
2716,L7,714,중계,Junggye,中溪,チュンゲ,37.644583,127.064303,중계
2717,L7,715,하계,Hagye,下溪,ハゲ,37.636352,127.067990,하계
2718,L7,716,공릉,Gongneung,孔陵,コンヌン,37.625742,127.072896,공릉(서울과학기술대)
2719,L7,717,태릉입구,Taereung,泰陵,テルンイック,37.618294,127.075397,태릉입구
2720,L7,718,먹골,Meokgol,墨谷,モッコル,37.610637,127.077725,먹골
2721,L7,719,중화,Junghwa,中和,チュンファ,37.602545,127.079264,중화
2722,L7,720,상봉,Sangbong,上凤(市外巴士客运站),サンボン,37.595577,127.085716,상봉(시외버스터미널)
2723,L7,721,면목,Myeonmok,面牧,ミョンモク,37.588579,127.087503,면목
2724,L7,722,사가정,Sagajeong,四佳亭,サガジョン,37.580894,127.088478,사가정
2725,L7,723,용마산,Yongmasan,龙马山,ヨンマサン,37.573647,127.086727,용마산
2726,L7,724,중곡,Junggok,中谷,チュンゴク,37.565923,127.084320,중곡
2727,L7,725,군자,Gunja,君子,クンジャ,37.556897,127.079338,군자(능동)
2728,L7,726,어린이대공원,Children's Grand Park,儿童大公园,オリニ・テゴンウォン,37.548014,127.074658,어린이대공원(세종대)
2729,L7,727,건대입구,Konkuk Univ.,建国大学,コンデイック,37.540786,127.071011,건대입구
2730,L7,728,자양,Jayang,紫阳,チャヤン,37.531540,127.066704,뚝섬유원지
2731,L7,729,청담,Cheongdam,清潭,チョンダム,37.519365,127.053350,청담
2732,L7,730,강남구청,Gangnam-gu Office,江南区厅,カンナムグチョン,37.517179,127.041255,강남구청
2733,L7,731,학동,Hak-dong,鹤洞,ハクトン,37.514229,127.031656,학동
2734,L7,732,논현,Nonhyeon,论岘,ノンヒョン,37.511093,127.021415,논현
2735,L7,733,반포,Banpo,盘浦,パンポ,37.508178,127.011727,반포
2736,L7,734,고속터미널,Express Bus Terminal,高速巴士客运站,コソクターミナル,37.503367,127.005068,고속터미널
2737,L7,735,내방,Naebang,內方,ネバン,37.487618,126.993513,내방
2738,L7,736,이수,Isu,梨水,イス,37.485196,126.981605,총신대입구(이수)
2739,L7,737,남성,Namseong,南城,ナムソン,37.484596,126.971251,남성
2740,L7,738,숭실대입구,Soongsil Univ.,崇实大学(赛毗岭),スンシルデイック,37.496029,126.953822,숭실대입구(살피재)
2741,L7,739,상도,Sangdo,上道,サンド,37.502834,126.947910,상도
2742,L7,740,장승배기,Jangseungbaegi,长丞拜基,チャンスンベギ,37.504898,126.939150,장승배기
2743,L7,741,신대방삼거리,Sindaebangsamgeori,新大方丁字路口,シンデバンサムゴリ,37.499701,126.928276,신대방삼거리
2744,L7,742,보라매,Boramae,波拉美,ポラメ,37.499872,126.920428,보라매
2745,L7,743,신풍,Sinpung,新丰,シンプン,37.500080,126.909930,신풍
2746,L7,744,대림,Daerim,大林,テリム,37.493013,126.897075,대림(구로구청)
2747,L7,745,남구로,Namguro,南九老,ナムグロ,37.486056,126.887249,남구로
2748,L7,746,가산디지털단지,Gasan Digital Complex,加山数码园区,カサン・デジタルダンジ,37.480338,126.882656,가산디지털단지
2749,L7,747,철산,Cheolsan,铁山,チョルサン,37.476050,126.867911,철산
2750,L7,748,광명사거리,Gwangmyeongsageori,光明十字路口,クァンミョンサゴリ,37.479252,126.854876,광명사거리
2751,L7,749,천왕,Cheonwang,天旺,チョヌァン,37.486637,126.838713,천왕
2752,L7,750,온수,Onsu,温水,オンス,37.492092,126.823023,온수(성공회대입구)
3753,L7,751,까치울,Kkachiul,喜鹊屋,カチウル,37.506207,126.810939,까치울
3754,L7,752,부천종합운동장,Bucheon Stadium,富川综合运动场,プチョンジョンハブンドンジャン,37.505380,126.797337,부천종합운동장
3755,L7,753,춘의,Chunui,春衣,チュニ,37.503663,126.787036,춘의
3756,L7,754,신중동,Sinjung-dong,新中洞,シンジュンドン,37.503048,126.775960,신중동
3757,L7,755,부천시청,Bucheon City Hall,富川市厅,プチョンシチョン,37.504631,126.763538,부천시청
3758,L7,756,상동,Sang-dong,上洞,サンドン,37.505781,126.753083,상동
3759,L7,757,삼산체육관,Samsan Gymnasium,三山体育馆,サムサン・チェユックァン,37.506411,126.742153,삼산체육관
3760,L7,758,굴포천,Gulpocheon,掘浦川,クルポチョン,37.506997,126.731280,굴포천
3761,L7,759,부평구청,Bupyeong-gu Office,富平区厅,プピョングチョン,37.507394,126.721599,부평구청
3762,L7,760,산곡,Sangok,山谷,サンゴク,37.508600,126.703528,산곡
3763,L7,761,석남,Seongnam,石南,石南,37.506228,126.676281,석남(거북시장)
2805,L8,804,별내,Byeollae,別內,ピョルネ,37.642320,127.127600,별내
2806,L8,805,다산,Dasan,茶山,タサン,37.624290,127.149730,다산
2807,L8,806,동구릉,Donggureung,东九陵,トングルン,37.611050,127.137930,동구릉
2808,L8,807,구리,Guri,九里,クリ,37.602620,127.140700,구리
2809,L8,808,장자호수공원,Jangja Lake Park,长者湖水公园,チャンジャホスゴンウォン,37.587380,127.137940,장자호수공원
2810,L8,809,암사역사공원,Amsa History Park,岩寺历史公园,アムサヨクサゴンウォン,37.556950,127.137020,암사역사공원
2811,L8,810,암사,Amsa,岩寺,アムサ,37.550210,127.127562,암사
2812,L8,811,천호,Cheonho,千戶,チョンホ,37.538113,127.123254,천호(풍납토성)
2813,L8,812,강동구청,Gangdong-gu Office,江东区厅,カンドングチョン,37.530341,127.120508,강동구청
2814,L8,813,몽촌토성,Mongchontoseong,梦村土城,モンチョントソン,37.517409,127.112359,몽촌토성(평화의문)
2815,L8,814,잠실,Jamsil,蚕室,チャムシル,37.514692,127.104338,잠실(송파구청)
2816,L8,815,석촌,Seokchon,石村,ソクチョン,37.505557,127.106832,석촌
2817,L8,816,송파,Songpa,松坡,ソンパ,37.499703,127.112183,송파
2818,L8,817,가락시장,Garak Market,可乐市场,カラク・シジャン,37.492888,127.118398,가락시장
2819,L8,818,문정,Munjeong,文井,ムンジョン,37.485855,127.122500,문정
2820,L8,819,장지,Jangji,长旨,チャンジ,37.478703,127.126191,장지
2821,L8,820,복정,Bokjeong,福井,ポクチョン,37.471052,127.126732,복정
2828,L8,821,남위례,Namwirye,南慰礼,ナムィレ,37.462400,127.139770,남위례
2822,L8,822,산성,Sanseong,山城,サンソン,37.457122,127.149908,산성
2823,L8,823,남한산성입구,Namhansanseong,南汉山城,ナムハンサンソンイック,37.451535,127.159816,남한산성입구(성남법원.검찰청)
2824,L8,824,단대오거리,Dandaeogeori,丹垈五岔路口,タンデオゴリ,37.445210,127.156866,단대오거리
2825,L8,825,신흥,Sinheung,新兴,シンフン,37.440918,127.147564,신흥
2826,L8,826,수진,Sujin,寿进,スジン,37.437428,127.140722,수진
2827,L8,827,모란,Moran,牡丹,モラン,37.433824,127.129837,모란
4101,L9,901,개화,Gaehwa,開化,ケファ,37.578608,126.798153,개화
4102,L9,902,김포공항,Gimpo Intl. Airport,金浦机场,キンポゴンハン,37.561916,126.802152,김포공항
4103,L9,903,공항시장,Airport Market,空港市场,コンハンシジャン,37.563726,126.810678,공항시장
4104,L9,904,신방화,Sinbanghwa,新傍花,シンバンファ,37.567532,126.816601,신방화
4105,L9,905,마곡나루,Magongnaru,麻谷渡口,マゴンナル,37.566778,126.827310,마곡나루
4106,L9,906,양천향교,Yangcheon Hyanggyo,阳川乡校,ヤンチョンヒャンギョ,37.568381,126.841333,양천향교
4107,L9,907,가양,Gayang,加阳,カヤン,37.561391,126.854456,가양
4108,L9,908,증미,Jeungmi,曾米,チュンミ,37.557402,126.861939,증미
4109,L9,909,등촌,Deungchon,登村,トゥンチョン,37.550632,126.865689,등촌
4110,L9,910,염창,Yeomchang,盐仓,ヨムチャン,37.546936,126.874916,염창
4111,L9,911,신목동,Sinmokdong,新木洞,シンモクトン,37.544277,126.883080,신목동
4112,L9,912,선유도,Seonyudo,仙游岛,ソニュド,37.538020,126.893525,선유도
4113,L9,913,당산,Dangsan,堂山,タンサン,37.533406,126.902809,당산
4114,L9,914,국회의사당,National Assembly,国会议事堂,ククェウィサダン,37.528105,126.917874,국회의사당
4115,L9,915,여의도,Yeouido,汝矣岛,ヨイド,37.521760,126.924030,여의도
4116,L9,916,샛강,Saetgang,赛江,セッカン,37.517274,126.928422,샛강
4117,L9,917,노량진,Noryangjin,鹭梁津,ノリャンジン,37.513534,126.941005,노량진
4118,L9,918,노들,Nodeul,鹭得,ノドゥル,37.512887,126.953222,노들
4119,L9,919,흑석,Heukseok,黑石,フッソク,37.508770,126.963708,흑석(중앙대입구)
4120,L9,920,동작,Dongjak,铜雀,トンジャク,37.502878,126.978153,동작(현충원)
4121,L9,921,구반포,Gubanpo,旧盘浦,クバンポ,37.501364,126.987332,구반포
4122,L9,922,신반포,Sinbanpo,新盘浦,シンバンポ,37.503415,126.995925,신반포
4123,L9,923,고속터미널,Express Bus Terminal,高速巴士客运站,コソクターミナル,37.505980,127.004403,고속터미널
4124,L9,924,사평,Sapyeong,砂平,サピョン,37.504206,127.015259,사평
4125,L9,925,신논현,Sinnonhyeon,新论岘,シンノンヒョン,37.504598,127.025060,신논현
4126,L9,926,언주,Eonju,彦州,オンジュ,37.507287,127.033868,언주
4127,L9,927,선정릉,Seonjeongneung,宣靖陵,ソンジョンヌン,37.510297,127.043999,선정릉
4128,L9,928,삼성중앙,Samseong Jungang,三成中央,サムソン・チュンアン,37.513011,127.053282,삼성중앙
4129,L9,929,봉은사,Bongeunsa,奉恩寺,ポンウンサ,37.514219,127.060245,봉은사
4130,L9,930,종합운동장,Sports Complex,综合运动场,チョンハブンドンジャン,37.511426,127.076275,종합운동장
4131,L9,931,삼전,Samjeon,三田,サムジョン,37.504738,127.088025,삼전
4132,L9,932,석촌고분,Seokchon Gobun,石村古坟,ソクチョンコブン,37.502558,127.097033,석촌고분
4133,L9,933,석촌,Seokchon(Hansol Hospital),石村,ソクチョン,37.505208,127.107040,석촌
4134,L9,934,송파나루,Songpanaru,松坡渡口,ソンパナル,37.510372,127.112216,송파나루
4135,L9,935,한성백제,Hanseong Baekje,汉城百济,ハンソンベクチェ,37.516404,127.116503,한성백제
4136,L9,936,올림픽공원,Olympic Park,奥林匹克公园,オリンピックゴンウォン,37.516269,127.130288,올림픽공원(한국체대)
4137,L9,937,둔촌오륜,Dunchon Oryun,遁村五轮,トゥンチョノリュン,37.519683,127.137989,둔촌오륜
4138,L9,938,중앙보훈병원,VHS Medical Center,中央报勋医院,チュンアンボフンビョンウォン,37.529191,127.148739,중앙보훈병원
108C,SEOHAE,S07,일산,Ilsan,一山,一山,37.682077,126.769846,일산
107C,SEOHAE,S08,풍산,Pungsan,楓山,楓山,37.672346,126.786243,풍산
106C,SEOHAE,S09,백마,Baengma,白馬,白馬,37.658239,126.794461,백마
105C,SEOHAE,S10,곡산,Goksan,谷山,谷山,37.645676,126.801762,곡산
103C,SEOHAE,S11,대곡,Daegok,大谷,大谷,37.631626,126.811024,대곡
104C,SEOHAE,S12,능곡,Neunggok,陵谷,陵谷,37.618808,126.820783,능곡
1980,SEOHAE,S13,김포공항,Gimpo Int'l Airport,金浦空港,キンポ,37.561700,126.804100,김포공항
1981,SEOHAE,S14,원종,Wonjong,遠宗,ウォンジョン,37.523900,126.804900,원종
1982,SEOHAE,S15,부천종합운동장,Bucheon Stadium,富川綜合運動場,プチョンジョンハブンドンジャン,37.505457,126.797289,부천종합운동장
4804,SEOHAE,S16,소사,Sosa,素砂,ソサ,37.483279,126.795023,소사
4805,SEOHAE,S17,소새울,Sosaeul,素砂屋,ソセウル,37.468467,126.797252,소새울
4806,SEOHAE,S18,시흥대야,Siheung Daeya,始兴大也,シフンデヤ,37.450145,126.793041,시흥대야
4807,SEOHAE,S19,신천,Sincheon,新川,シンチョン(新川),37.439066,126.786788,신천
4808,SEOHAE,S20,신현,Sinhyeon,新岘,シンヒョン,37.409008,126.788017,신현
4809,SEOHAE,S22,시흥시청,Siheung City Hall,始兴市厅,シフンシチョン,37.382223,126.805625,시흥시청
4810,SEOHAE,S23,시흥능곡,Siheung Neunggok,始兴陵谷,シフンヌンゴク,37.369864,126.808573,시흥능곡
4811,SEOHAE,S24,달미,Dalmi,达美,タルミ,37.348847,126.809409,달미
4812,SEOHAE,S25,선부,Seonbu,仙府,ソンブ,37.334353,126.809904,선부
4813,SEOHAE,S26,초지,Choji,草芝,チョジ,37.319619,126.808147,초지
4814,SEOHAE,S27,시우,Siu,元谷,ウォンゴク,37.313200,126.796100,시우
4815,SEOHAE,S28,원시,Wonsi,元时,ウォンシ,37.302371,126.786691,원시
4401,SILLIM,S401,샛강,Saetgang,赛江,セッカン,37.517097,126.929399,샛강
4402,SILLIM,S402,대방,Daebang,大方,テバン,37.513306,126.925726,대방
4403,SILLIM,S403,서울지방병무청,Seoul Regional Office of Military Manpower,首尔地方兵务厅,ソウルジバンビョンムチョン,37.506046,126.922708,서울지방병무청
4404,SILLIM,S404,보라매,Boramae,波拉美,ポラメ,37.500274,126.920435,보라매
4405,SILLIM,S405,보라매공원,Boramae Park,波拉美公园,ポラメゴンウォン,37.495569,126.918083,보라매공원
4406,SILLIM,S406,보라매병원,Boramae MedicalCenter,波拉美医院,ポラメビョンウォン,37.492960,126.923496,보라매병원
4407,SILLIM,S407,당곡,Danggok,堂谷,タンゴク,37.490300,126.927513,당곡
4408,SILLIM,S408,신림,Sillim,新林,シンリム,37.484927,126.929616,신림
4409,SILLIM,S409,서원,Sutgogae,炭岭,スッコゲ,37.478234,126.933037,서원
4410,SILLIM,S410,서울대벤처타운,Seoul National Univ. Venture Town,首尔大学创投城,ソウルデベンチャータウン,37.472002,126.933935,서울대벤처타운
4411,SILLIM,S411,관악산,Gwanaksan,冠岳山,クァナクサン,37.469102,126.945064,관악산(서울대)
4310,SINBUNDANG,D10,청계산입구,Cheonggyesan,淸溪山入口,チョンゲサンイック,37.447211,127.055664,청계산입구
4311,SINBUNDANG,D11,판교,Pangyo,板橋,パンギョ,37.394761,127.112217,판교
4312,SINBUNDANG,D12,정자,Jeongja,亭子,チョンジャ,37.367098,127.108403,정자
4313,SINBUNDANG,D13,미금,Migeum,美金,ミグム,37.349982,127.108918,미금
4314,SINBUNDANG,D14,동천,Dongcheon,東川,トンチョン,37.337928,127.102976,동천
4315,SINBUNDANG,D15,수지구청,Suji-gu office,水枝區廳,スヅグチョン,37.322702,127.095026,수지구청
4316,SINBUNDANG,D16,성복,Seongbok,星福,ソンボク,37.313335,127.080100,성복
4317,SINBUNDANG,D17,상현,Sanghyeon,上峴,サンヒョン,37.297664,127.069342,상현
4318,SINBUNDANG,D18,광교중앙,GwanggyoJungang,光敎中央,クァンギョジュンアン,37.288617,127.051478,광교중앙(아주대)
4319,SINBUNDANG,D19,광교,Gwanggyo,光敎,クァンギョ,37.302110,127.044483,광교(경기대)
4304,SINBUNDANG,D4,신사,Sinsa,新沙,シンサ,37.516334,127.020114,신사
4305,SINBUNDANG,D5,논현,Nonhyeon,论岘,ノンヒョン,37.511093,127.021415,논현
4306,SINBUNDANG,D6,신논현,Sinnonhyeon,江南,カンナム,37.504598,127.025060,신논현
4307,SINBUNDANG,D7,강남,Gangnam,江南,カンナム,37.496837,127.028104,강남
4308,SINBUNDANG,D8,양재,Yangjae,良才,ヤンジェ,37.483809,127.034653,양재(서초구청)
4309,SINBUNDANG,D9,양재시민의숲,Yangjae Citizen's Forest,良才市民之林,ヤンジェ・シミネスプ,37.470023,127.038420,양재시민의숲(매헌)
1845,SUINBUNDANG,K209,청량리,Cheongnyangni,清凉里,チョンニャンニ,37.579956,127.044585,청량리(서울시립대입구)
102C,SUINBUNDANG,K210,왕십리,Wangsimni,往十里,ワンシムニ,37.561238,127.036954,왕십리(성동구청)
1847,SUINBUNDANG,K211,서울숲,Seoul-forest,首尔林,ソウルスプ,37.543617,127.044707,서울숲
1848,SUINBUNDANG,K212,압구정로데오,Apgujeong rodeo,狎鸥亭罗德奥,アックジョンロデオ,37.527381,127.040534,압구정로데오
1849,SUINBUNDANG,K213,강남구청,Gangnam-gu Office,江南区厅,カンナムグチョン,37.517469,127.041151,강남구청
1850,SUINBUNDANG,K214,선정릉,Seonjeongneung,宣靖陵,ソンジョンヌン,37.510735,127.043677,선정릉
1023,SUINBUNDANG,K215,선릉,Seolleung,宣陵,ソンルン,37.504856,127.048807,선릉
1024,SUINBUNDANG,K216,한티,Hanti,汉堤,ハンティ,37.496237,127.052873,한티
1025,SUINBUNDANG,K217,도곡,Dogok,道谷,トゴク,37.491224,127.055186,도곡
1026,SUINBUNDANG,K218,구룡,Guryong,九龙,クリョン,37.486839,127.058856,구룡
1027,SUINBUNDANG,K219,개포동,Gaepo-dong,开浦洞,ケポドン,37.489116,127.066140,개포동
1028,SUINBUNDANG,K220,대모산입구,Daemosan,大母山,テモサンイック,37.491373,127.072720,대모산입구
1030,SUINBUNDANG,K221,수서,Suseo,水西,スソ,37.487472,127.101422,수서
1031,SUINBUNDANG,K222,복정,Bokjeong,福井,ポクチョン,37.470047,127.126660,복정
1851,SUINBUNDANG,K223,가천대,Gachon Univ.,嘉泉大学,カチョンデ,37.448605,127.126697,가천대
1852,SUINBUNDANG,K224,태평,Taepyeong,太平,テピョン,37.440019,127.127709,태평
1853,SUINBUNDANG,K225,모란,Moran,牡丹,モラン,37.432052,127.129104,모란
1854,SUINBUNDANG,K226,야탑,Yatap,野塔,ヤタプ,37.411185,127.128715,야탑
1860,SUINBUNDANG,K227,이매,Imae,二梅,イメ,37.395371,127.128248,이매
1855,SUINBUNDANG,K228,서현,Seohyeon,书岘,ソヒョン,37.385126,127.123592,서현
1856,SUINBUNDANG,K229,수내,Sunae,薮内,スネ,37.378455,127.114322,수내
1857,SUINBUNDANG,K230,정자,Jeongja,亭子,チョンジャ,37.365994,127.108070,정자
1858,SUINBUNDANG,K231,미금,Migeum,美金,ミグム,37.350077,127.108910,미금
1859,SUINBUNDANG,K232,오리,Ori,梧里,オリ,37.339824,127.108942,오리
1862,SUINBUNDANG,K233,죽전,Jukjeon,竹田,チュクチョン,37.324753,127.107395,죽전
1861,SUINBUNDANG,K234,보정,Bojeong,宝亭,ポジョン,37.312752,127.108196,보정
1863,SUINBUNDANG,K235,구성,Guseong,驹城,クソン,37.298969,127.105664,구성
1864,SUINBUNDANG,K236,신갈,Singal,新葛,シンガル,37.286102,127.111313,신갈
1865,SUINBUNDANG,K237,기흥,Giheung,器兴,キフン,37.275061,127.115910,기흥
1866,SUINBUNDANG,K238,상갈,Sanggal,上葛,サンガル,37.261810,127.108847,상갈
1867,SUINBUNDANG,K239,청명,Cheongmyeong,清明,チョンミョン,37.259489,127.078934,청명
1868,SUINBUNDANG,K240,영통,Yeongtong,灵通,ヨントン,37.251568,127.071394,영통
1869,SUINBUNDANG,K241,망포,Mangpo,网浦,マンポ,37.245795,127.057353,망포
1870,SUINBUNDANG,K242,매탄권선,MaetanGwonseon,梅滩,メタン,37.252759,127.040566,매탄권선
1871,SUINBUNDANG,K243,수원시청,Suwon City Hall,水原市厅,スウォンシチョン,37.261911,127.030736,수원시청
1872,SUINBUNDANG,K244,매교,Maegyo,梅桥,メギョ,37.265481,127.015678,매교
1846,SUINBUNDANG,K245,수원,Suwon,水原,スウォン,37.265917,126.999422,수원
1873,SUINBUNDANG,K246,고색,Gosaek,古索,ゴセク,37.249630,126.980248,고색
1874,SUINBUNDANG,K247,오목천,Omokcheon,梧木川,オモックチョン,37.243040,126.963676,오목천
1875,SUINBUNDANG,K248,어천,Eocheon,漁川,オチョン,37.250102,126.908790,어천
1876,SUINBUNDANG,K249,야목,Yamok,野牧,ヤモク,37.264179,126.879483,야목
1877,SUINBUNDANG,K250,사리,Sari,四里,サリ,37.289980,126.856850,사리
1830,SUINBUNDANG,K251,한대앞,Hanyang Univ. at Ansan,汉阳大学,ハンデアプ,37.309689,126.853440,한대앞
1831,SUINBUNDANG,K252,중앙,Jungang,中央,チュンアン,37.315941,126.838573,중앙
1832,SUINBUNDANG,K253,고잔,Gojan,古栈,コジャン,37.316784,126.823144,고잔
1833,SUINBUNDANG,K254,초지,Choji,草芝,チョジ,37.320646,126.805913,초지
1834,SUINBUNDANG,K255,안산,Ansan,安山,アンサン,37.327082,126.788532,안산
1835,SUINBUNDANG,K256,신길온천,Neunggil,新吉温泉,シンギル・オンチョン,37.338212,126.765844,신길온천
1836,SUINBUNDANG,K257,정왕,Jeongwang,正往,チョンワン,37.351735,126.742989,정왕
1800,SUINBUNDANG,K258,오이도,Oido,乌耳岛,オイド,37.362357,126.738714,오이도
1878,SUINBUNDANG,K259,달월,Dalwol,達月,タロル,37.379681,126.745177,달월
1879,SUINBUNDANG,K260,월곶,Wolgot,月串,ウォルゴッ,37.391769,126.742699,월곶
1880,SUINBUNDANG,K261,소래포구,Soraepogu,苏莱浦口,ソレポグ,37.400950,126.733522,소래포구
1881,SUINBUNDANG,K262,인천논현,Incheon Nonhyeon,仁川论岘,インチョンノンヒョン,37.400614,126.722478,인천논현
1882,SUINBUNDANG,K263,호구포,Hogupo,虎口浦,ホグポ,37.401637,126.708627,호구포
1883,SUINBUNDANG,K264,남동인더스파크,Namdong Induspark,南洞产业园地,ナムドン・インドスパーク,37.407722,126.695216,남동인더스파크
1884,SUINBUNDANG,K265,원인재,Woninjae,源仁斋,ウォニンジェ,37.413049,126.686648,원인재
1885,SUINBUNDANG,K266,연수,Yeonsu,延寿,ヨンス,37.417804,126.678940,연수
1886,SUINBUNDANG,K267,송도,Songdo,松岛,ソンド,37.428514,126.657772,송도
1888,SUINBUNDANG,K269,인하대,Inha Univ.,仁荷大学,インハデ,37.448493,126.649619,인하대
1889,SUINBUNDANG,K270,숭의,Sungui,仁荷大学,スンイ,37.460789,126.638297,숭의
1890,SUINBUNDANG,K271,신포,Sinpo,新浦,シンポ,37.468740,126.623853,신포
1891,SUINBUNDANG,K272,인천,Incheon,仁川,インチョン,37.476403,126.617326,인천
4601,UIJEONGBU,U110,발곡,Balgok,鉢谷,バルゴク,37.727048,127.052803,발곡
4602,UIJEONGBU,U111,회룡,Hoeryong,回龍,フェリョン,37.725006,127.047073,회룡
4603,UIJEONGBU,U112,범골,Beomgol,虎谷,ポムゴル,37.728755,127.043530,범골
4604,UIJEONGBU,U113,경전철의정부,Lrt Uijeongbu,輕電鐵議政府,キョンジョンチョルウィジョンブ,37.737202,127.043257,경전철의정부
4605,UIJEONGBU,U114,의정부시청,Uijeongbu City Hall,議政府市廳,ウィジョンブシチョン,37.739256,127.034781,의정부시청
4606,UIJEONGBU,U115,흥선,Heungseon,興宣,ホンソン,37.743302,127.037023,흥선
4607,UIJEONGBU,U117,의정부중앙,Uijeongbu Jung-ang,議政府中央,ウィジョンブチュンアン,37.743676,127.049565,의정부중앙
4608,UIJEONGBU,U118,동오,Dong-o,東梧,トンオ,37.745271,127.056947,동오
4609,UIJEONGBU,U119,새말,sae-mal,赛马,セマル,37.748885,127.063620,새말
4610,UIJEONGBU,U120,경기도청북부청사,Gyeonggi Provincial Government Northern Office,京畿道廳北部廳舍,キョンギドチョンプップチョンサ,37.750590,127.071495,경기도청북부청사
4611,UIJEONGBU,U121,효자,hyoja,孝子,ヒョジャ,37.754025,127.076902,효자
4612,UIJEONGBU,U122,곤제,gonjae,昆弟,コンジェ,37.750471,127.083715,곤제
4613,UIJEONGBU,U123,어룡,eoryong,魚龍,オリョン,37.742802,127.085035,어룡
4614,UIJEONGBU,U124,송산,Songsan,松山,ソンサン,37.737279,127.087159,송산
4615,UIJEONGBU,U125,탑석,Tapseok,塔石,タプソク,37.733579,127.088704,탑석
4701,UISINSEOL,941,북한산우이,Bukhansan Ui,北漢山牛耳,プカンサンウイ,37.662909,127.012706,북한산우이
4702,UISINSEOL,942,솔밭공원,Solbat Park,松林公園,ソルバッコンウォン,37.656030,127.013273,솔밭공원
4703,UISINSEOL,943,4·19민주묘지,April 19th National Cemetery,四一九民主墓地,サ.イルグミンジュミョジ,37.649502,127.013684,4.19민주묘지
4704,UISINSEOL,944,가오리,Gaori,加五里,カオリ,37.641537,127.016789,가오리
4705,UISINSEOL,945,화계,Hwagye,華溪,ファゲ,37.634133,127.017511,화계
4706,UISINSEOL,946,삼양,Samyang,三陽,サミャン,37.626914,127.018106,삼양
4707,UISINSEOL,947,삼양사거리,Samyang Sageori,三阳十字路口,サミャンサゴリ,37.621337,127.020473,삼양사거리
4708,UISINSEOL,948,솔샘,Solsaem,松泉,ソルセム,37.620238,127.013626,솔샘
4709,UISINSEOL,949,북한산보국문,Bukhansan Bogungmun,北漢山輔國門,プカンサンボグンムン,37.612072,127.008251,북한산보국문
4710,UISINSEOL,950,정릉,Jeongneung,貞陵,チョンヌン,37.603133,127.013396,정릉
4711,UISINSEOL,951,성신여대입구,Sungshin Women's Univ.,誠信女大入口,誠信女大入口,37.592467,127.016516,성신여대입구(돈암)
4712,UISINSEOL,952,보문,Bomun,普門,ポムン,37.585286,127.019381,보문
4713,UISINSEOL,953,신설동,Sinseoldong,新設洞,シンソルトン,37.576095,127.023242,신설동
