route_id,route_no,route_type,start_stop,end_stop,term_min,first_bus,last_bus,corp
113900001,마포17,village,공덕시장앞,공덕시장,10,0600,0010,신수동마을
113900016,마포18,village,상암월드컵파크6.7단지,상암월드컵파크6.7단지,9,1000,2300,미금운수
113900017,마포18-1,village,상암월드컵파크6.7단지,상암월드컵파크6.7단지,5,0600,1000,미금운수
241262002,부천013-1,village,온수동종점,경기국제통상고.포도마을뉴서울.,45,0000,0000,경기
241262003,부천013-2,village,온수동종점,소명여고사거리,50,0000,0000,경기
101000009,새벽A148,trunk,상계역5번출구.상계벽산아파트,고속터미널,0,0000,0000,에스유엠
100000024,새벽A160,trunk,도봉산역광역환승센터,영등포역,0,0000,0000,오토노머스에이투지
101000010,새벽A504,trunk,금천구청.금천경찰서,시청역1호선.서울시청,0,0000,0000,에스유엠
100000028,새벽A741,trunk,구파발역입구,양재역.서초문화예술회관,0,0000,0000,오토노머스에이투지
112900010,서대문01,village,삼성빌라,홍제역3번출구,13,0600,2345,부일교통
112900014,서대문02대,village,천연뜨란채아파트,극동아파트,11,0600,0000,충정운수
112900015,서대문02소,village,천연뜨란채아파트,서대문역,20,0600,2300,충정운수
112900004,서대문03,village,홍은2동주민센터,신촌역,5,0545,0015,연일교통
112900011,서대문04,village,궁동근린공원,신촌전철역,13,0600,2300,연희교통
112900009,서대문05,village,북아현삼거리,신촌전철역,9,0600,2255,서북운수
112900007,서대문06,village,두산아파트,서울역서부,12,0600,2245,서북운수
112900003,서대문07,village,개미마을,홍제역,25,0600,2300,태화운수
100900012,서대문08,village,상명대학교,홍제역,15,0600,2300,태화운수
112900012,서대문09대,village,가산빌라,홍제역,9,0600,2315,홍제교통
112900013,서대문09소,village,풍진베이스타운,홍제역3번출구,21,0600,2315,홍제교통
112900001,서대문10,village,백련사,홍제역3번출구,16,0545,2315,홍제교통
112900006,서대문11,village,국민주택,봉원동입구,16,0550,0000,삼하운수
112900002,서대문12,village,유원아파트,홍제역,12,0600,2300,태화운수
112900005,서대문13,village,국민주택,인왕산현대아파트,28,0555,2332,삼하운수
112900008,서대문14,village,정원슈퍼,홍제역,11,0600,0000,미향운수
108900014,서대문15,village,증산역.증산2교,명지대학교교회,14,0600,0000,미향운수
100000027,서대문A01,trunk,서대문구청,가좌역3번출구,25,0000,0000,라이드플럭스
107000006,서울01출근,wide,화성시동탄,강남역,18,0000,0000,동성교통
107000010,서울01퇴근,wide,강남역,화성시동탄,20,0000,0000,동성교통
115000011,서울02출근,trunk,김포시풍무동,김포공항역,10,0000,0000,다모아자동차
115000013,서울02퇴근,trunk,김포공항역,김포시풍무동,20,0000,0000,다모아자동차
111000020,서울03출근,wide,파주시운정지구,홍대입구역,23,0000,0000,선진운수
111000024,서울03퇴근,wide,홍대입구역,파주시운정지구,20,0000,0000,선진운수
111000021,서울04출근,trunk,고양시원흥지구,가양역,15,0000,0000,선진운수
111000025,서울04퇴근,trunk,가양역,고양시원흥지구,20,0000,0000,선진운수
109000002,서울05출근,trunk,양주시옥정신도시,도봉산역,15,0000,0000,서울교통네트웍
109000004,서울05퇴근,trunk,도봉산역,양주시옥정지구,20,0000,0000,서울교통네트웍
113000005,서울06출근,wide,광주시능평동,강남역,18,0000,0000,남성버스
109000005,서울06퇴근,wide,강남역,광주시능평지구,20,0000,0000,남성버스
102000001,서울07출근,trunk,양재역,성남시판교제2테크노벨리,18,0000,0000,삼성여객
106000005,서울07퇴근,trunk,성남시판교제2테크노벨리,양재역,20,0000,0000,우신운수
111000023,서울08출근,trunk,고양시화정역,DMC역,18,0000,0000,보광교통
111000026,서울08퇴근,trunk,DMC역,고양시화정역,20,0000,0000,보광교통
110000007,서울09출근,trunk,의정부시고산지구,노원역,18,0000,0000,삼화상운
110000008,서울09퇴근,trunk,노원역,의정부시고산지구,20,0000,0000,삼화상운
109000003,서울10출근,trunk,의정부시가능동,도봉산역,18,0000,0000,동아운수
109000006,서울10퇴근,trunk,도봉산역,의정부가능동,20,0000,0000,동아운수
121900009,서초01,village,롯데캐슬아파트,래미안신반포리오센트아파트,25,0600,2230,서초그린운수
121900008,서초02,village,교대역,교대역,14,0600,2200,서초그린운수
121900005,서초03,village,교대역,논현역,14,0600,2300,서일교통
119900003,서초05,village,정금마을,방배고개,26,0600,2300,광일운수
119900002,서초06,village,정금마을,동덕여고,21,0600,2300,광일운수
121900011,서초07,village,LG자이아파트,래미안아트힐,20,0600,2300,부생운수
121900002,서초08,village,서초추모공원,양재역,12,0600,2200,양재운수
121900007,서초09,village,헌인마을,강남역,13,0530,2300,청화운수
121900003,서초10,village,서초구민체육센터,강남역,10,0600,2230,서초교통
121900006,서초11,village,예술의전당,GS마트,13,0600,2230,서애운수
121900013,서초13,village,이수역,동덕여고,11,0600,2210,청진운수
121900010,서초14,village,이수역,고속터미널,9,0600,2230,청진교통
121900012,서초15,village,롯데캐슬헤론,사당역,12,0600,2300,부생운수
119900005,서초16,village,정금마을,방배역,15,0600,2300,광일운수
119900004,서초17,village,사당역10번출구,서초구청,11,0600,2245,광일운수
121900016,서초18,village,선바위역,언남고,12,0600,2230,구민버스
121900015,서초18-1,village,LH5단지,양재역,21,0600,2200,구민버스
121900004,서초20,village,서초더샵포레,양재역,25,0600,2200,양재운수
121900001,서초21,village,염곡동,구민체육센터,12,0600,2300,선흥상운
121900014,서초22,village,남부터미널,국립국악원,11,0600,2300,계현운수
103900003,성동01,village,옥수역,신당역,7,0555,2353,왕금운수
103900004,성동02,village,청계현대아파트,논골.금호동벽산아파트.성동공유센터,15,0550,2300,응봉운수
103900011,성동03-1,village,신금호역,시설관리공단,10,0600,2330,낙산운수
103900012,성동03-2,village,왕십리풍림아이원아파트102동,왕십리역,18,0600,2330,낙산운수
101900001,성동05,village,금호산,약수역,11,0555,2325,동호운수
103900002,성동08,village,금호역,시설관리공단,10,0550,2340,금호교통
103900001,성동09,village,옥수동삼성아파트,옥수역,11,0559,2330,화송옥수운수
103900008,성동10,village,성수역,송정동현대아이파크,14,0559,2330,성수운수
103900009,성동12,village,옥수삼성아파트,옥수역,15,0550,2324,화송옥수운수
103900010,성동13,village,옥수역7번출구,성수역3번출구,25,0559,2310,성수운수
103900013,성동14,village,응봉역.광희중학교,왕십리민자역사,12,0600,2200,응봉운수
103900014,성동15,village,대우아파트관리사무소,대우아파트입구,20,0555,2300,동호운수
107900008,성북01,village,한신113동,삼선동주민센터,9,0520,2355,아리랑교통
107900003,성북02,village,한성대,우리옛돌박물관,13,0555,2336,성삼운수
107900002,성북03,village,삼선푸르지오APT,북정노인정,14,0545,2336,성삼운수
107900005,성북04,village,성신여대입구,신설동역,9,0520,0000,안암교통
107900011,성북05,village,정릉2동주민센터,정수빌라,24,0600,2300,대진여객
107900012,성북06,village,산림초소,길음역,21,0540,2340,대진여객
107900013,성북07,village,정릉4동종점,길음역,13,0540,2350,대진여객
107900007,성북08,village,신안아파트,길음역,10,0530,0025,길음운수
107900006,성북09,village,신안아파트,미아사거리역,15,0530,0020,길음운수
107900018,성북10,village,장위중학교,미아사거리,10,0530,0000,고려승객
107900004,성북12,village,월곡중학교,석계역,19,0550,0010,석계운수
107900001,성북13,village,동방주택,석계역,12,0550,0020,석계운수
107900010,성북14-1,village,북서울꿈의숲,석계역문화공원,15,0540,0020,석계운수
107900016,성북14-2,village,래미안장위퍼스트하이아파트,석계역,13,0550,0020,석계운수
107900015,성북15,village,고려아파트,한미약국,21,0600,2345,고려승객
105900004,성북20,village,고려대역3번출구,삼선동주민센터,17,0600,2330,약수교통
105900005,성북21,village,고려대역,길음역,17,0530,0000,고려승객
107900009,성북22,village,성신여대입구역5번출구,세계문화유산정릉,10,0520,0000,아리랑교통
123900001,송파01,village,오륜사거리,잠실역.송파구청,18,0600,2300,송파마을버스
123900002,송파02,village,하남시위례도서관,수서역,13,0600,2300,송파마을버스
123900003,송파03,village,수서역,잠실나루역,25,0600,2300,송파마을버스
114900001,양천01,village,등촌역,당산역,6,0530,2340,목동운수
114900002,양천02,village,등촌역,오목교역,7,0540,2345,목동운수
114900003,양천03,village,신정이펜하우스1단지,목동역,10,0530,2330,신목교통
116900018,양천04,village,신도림동동아아파트1차,양천구청역,10,0600,2350,우리교통
116900008,영등포01,village,신도림역,구로디지털단지,10,0548,0010,형일교통
118900004,영등포02,village,한솔아파트,신동아아파트.관악고교,12,0600,2200,태경운수
118900005,영등포03,village,현대아파트,영등포시장,14,0600,2312,대영마을
118900001,영등포04,village,대림역,영등포역,9,0535,2350,대림운수
118900006,영등포05,village,당산역,영등포역,15,0600,2307,대영마을
118900003,영등포06,village,대방역,신풍시장,19,0600,2330,은성운수
118900002,영등포07,village,대방역,신풍역,17,0600,2330,은성운수
118900007,영등포08,village,신도림역,영등포푸르지오아파트,11,0600,2315,대영마을
116900017,영등포09,village,신도림역,영등포역후문,10,0600,2330,양정운수
118900008,영등포10,village,대방역,대방역,14,0600,2300,태진마을
118900009,영등포11,village,대방역,대방역,12,0600,2300,태진마을
114900006,영등포12,village,신도림역,당산역,17,0600,2330,한강운수
114900005,영등포13,village,대방천사거리,신도림역,15,0600,2330,한강운수
102900003,용산01,village,순천향병원,순천향병원,15,0600,2230,남산운수
102900002,용산02,village,용산구청,남영역,8,0550,2320,태영교통
102900004,용산03,village,하얏트호텔,용산전자상가,11,0550,2310,남산운수
101900002,용산04,village,서부역,서부역,8,0600,2300,금양운수
111900003,은평02,village,두산.한신아파트,불광역,18,0500,2330,선진운수
111900014,은평03-1,village,12번지건영아파트,연신내역6번출구,15,0550,2355,갈현운수
111900015,은평03-2,village,은평성모병원,연신내역,15,0600,2330,갈현운수
111900004,은평04,village,경향파크아파트,불광역,16,0500,2330,선진운수
111900005,은평05,village,힐스테이트아파트,녹번역,12,0600,2325,영운운수
111900007,은평06,village,불광동수양관,대성중.고등학교,18,0600,2350,영운교통
111900006,은평07,village,삼성래미안아파트,불광역,14,0600,2355,영운교통
111900011,은평08-1,village,백련산힐스테이트,새절역,17,0600,2330,갈현운수
111900012,은평08-2,village,백련산힐스테이트,새절역,17,0600,2330,갈현운수
111900009,은평09,village,대림e편한세상APT,청구성심병원,15,0600,2345,갈현운수
111900010,은평10,village,숭실고등학교,보람슈퍼,18,0600,2300,영운운수
100900006,종로01,village,아름다운가게.정독도서관,종각역YMCA,15,0600,2310,대산교통
100900008,종로02,village,성균관대학교,종각역YMCA,12,0600,2305,대산교통
100900010,종로03,village,낙산공원,종로5가,9,0600,2340,종로운수
100900011,종로05,village,서대문3번출구,종로문화센터,10,0600,2320,나경운수
100900004,종로07,village,명륜새마을금고,명륜새마을금고,18,0600,0000,와룡운수
100900005,종로08,village,명륜3가,종로5가,7,0600,2320,와룡운수
100900003,종로09,village,수성동계곡,남대문,10,0600,2300,인왕교통
100900007,종로11,village,삼청동,서울역,10,0600,2300,삼청교통
100900009,종로12,village,서울대병원,종로3가,11,0600,2330,은수교통
100900002,종로13,village,평창동주민센터,부암슈퍼,15,0550,2230,약수교통
106900001,중랑01,village,중화1동동아약국,신이문역,25,0600,2350,금창운수
106900002,중랑02,village,진로아파트,한신아파트,8,0600,2315,중랑운수
100000026,청계A01,circular,청계광장,청계1가.광교,30,0000,0000,오토노머스에이투지
